[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,rerd100,cambs/uni of york
[],RT @BluebonnetCoop: Bluebonnet crews are responding to a storm-related outage affecting 278 members south of Lexington &amp; north of the inter…,daddyrobot,"Austin, Texas"
[],RT @whatsuptucson: Power outage update: Down to less than 200 TEP customers tweeting in the dark near 12th and Valencia,mftroll,ARIZONA
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,Averpues,"Medellín, Colombia"
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,RagnarSlothbro_,Virgo supercluster 
[],"RT @fev7777777: 👉🏻Venezuela: Only 10% have power. 6th blackout since March 7.

⛔️Dem US pres candidates trafficking socialism must explain…",houstonusa6,#TX
[],"The Old Quarry Branch is closed for today, April 13, due to a power outage. https://t.co/2C0uzUJ2te",AustinPublicLib,"Austin, Texas"
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,nwlaguy,Louisiana
[],"RT @Bang_Twts: See what happens when blonde babe @ZoeysSweetTea is home alone during a power outage

https://t.co/n3Jyg2VRG3 https://t.co/V…",te_iubesc3,nu contează
[],"RT @Bang_Twts: See what happens when blonde babe @ZoeysSweetTea is home alone during a power outage

https://t.co/n3Jyg2VRG3 https://t.co/V…",juukang111,
[],"RT @bebarce: Fantastic!  I love hearing stories like this! Remember, the book is a GUIDE book. Take whatever you want from the game and mol…",faeryrene,SC via Texas
[],"RT @bjwinnerdavis: Our visit was ended after 2 hours due to a power outage at the facility.  No one's fault, but it sure does suck. #Realit…",OhernRizzo,"East Syracuse, NY"
[],"RT @bjwinnerdavis: Our visit was ended after 2 hours due to a power outage at the facility.  No one's fault, but it sure does suck. #Realit…",BrookeTResists,Speck in the Universe 
['AVICC2019'],Ted fr @bchydro addressing #AVICC2019 delegates on windstorm of Dec 2018 that saw the outage peak at 130K BC reside… https://t.co/STmKPGsLEV,carloncouncil,"Central Saanich, BC, Canada"
[],Bluebonnet crews are responding to a storm-related outage affecting 886 members between Caldwell and Somerville in… https://t.co/Omn1Lg0QgF,BluebonnetCoop,Texas
[],RT @BluebonnetCoop: Bluebonnet crews are responding to a storm-related outage affecting 886 members between Caldwell and Somerville in Burl…,Andrew_weather,Oklahoma
[],"RT @Bang_Twts: See what happens when blonde babe @ZoeysSweetTea is home alone during a power outage

https://t.co/n3Jyg2VRG3 https://t.co/V…",GinaHottiee,Prison Break!!!
[],"(2/2) For those affected by the severe storm, please use these three easy ways to report your outage. Also, please… https://t.co/ebZae4ZcIP",oncor,Texas
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,kathyagonz,TX
[],"RT @oncor: (2/2) For those affected by the severe storm, please use these three easy ways to report your outage. Also, please travel safe o…",WylieOEM,
[],"@CityPowerJhb power outage in parts of linden and victory park. Dear Gareth James, your City Power call ref is CPWEB2447960",CharlotteEJames,
[],RT @kedcoplc: Power Outage Alert. https://t.co/Ntri4P9QxX,faremu,Nigeria
[],I love the texting option!,TommyCLindquist,North Texas
[],Yay power outage 👏🏻🤔,cullenfreeman4,"Texas, USA"
[],"RT @Bang_Twts: See what happens when blonde babe @ZoeysSweetTea is home alone during a power outage

https://t.co/n3Jyg2VRG3 https://t.co/V…",pornjizzler,
[],"RT @STELCOMALDIVES: A power outage is now affecting some customers of Maafanu, Machangolhi, and Hanveyru . Our team is working as quickly a…",discosalym,Male' City
[],"RT @Bang_Twts: See what happens when blonde babe @ZoeysSweetTea is home alone during a power outage

https://t.co/n3Jyg2VRG3 https://t.co/V…",Arley_P0rn,
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,vickyvix73,
[],@CityPowerJhb no power in victory park is this a planned outage ?,MornaJulie,
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,LordAtropa,"Utah, USA"
[],@PiyushGoyalOffc @IRCTCofficial train no 22462(shri shakti exp) suffering power outage since 1 hr and still stuck a… https://t.co/nLrmZpDv5Q,Aadityaa,
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,EllieCarat,"London, England"
[],"@sharonvdross There's no loadshedding anywhere in the country today. If there is a power outage there, please conta… https://t.co/pr4uIKmHdv",KhuluPhasiwe,Johannesburg
[],RT @dreamsocean: @LoisSmithers @tribelaw well a lot of us had outrage but there is a power outage ... people in power letting it go,Cynthia51615794,"California, USA"
[],"There’s a power outage, and my battery is on 9% 🤦🏾‍♀️",Kachiie,
[],Need to take my mind off the power outage. Good thing I have a lesson today. (@ Music Conservatory Of Westchester i… https://t.co/dfD90fc0oo,jasonbres,"White Plains, NY "
[],"Do to power outage, we are closed today. We will reopen Monday, starting back with normal business hours. Happy Sat… https://t.co/cjVxhe14U6",FriscoMusicCntr,Frisco Texas
[],Need to take my mind off the power outage. Good thing I have a lesson today. https://t.co/vlEPnR8ks1,jasonbres,"White Plains, NY "
[],@BensonOpiyo Teams are currently addressing the outage. Please bear with us as they work to restore power in the shortest time possible. ^EM,KenyaPower_Care,"Stima Plaza, Nairobi, Kenya"
[],@LuganoOdhialo Teams are currently addressing the outage. Please bear with us as they work to restore power in the… https://t.co/HGCQ4QxCC3,KenyaPower_Care,"Stima Plaza, Nairobi, Kenya"
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,Hadesphoto,"West Bloomfield Township, MI"
['ActualPlay'],Going to be running Power Outage for the first time with @rpgresearch at 11am Pacific today #ActualPlay,AntediluvianG,Wherever the Tardis lands next
[],Power Outage: 01:57AM: (826 premises) - Kallista (419) Belgrave (171) The Patch (130) Olinda (83) Monbulk (21) Sher… https://t.co/YCAUKGvFYL,IncidentAlert13,"Victoria, Australia"
['ActualPlay'],RT @AntediluvianG: Going to be running Power Outage for the first time with @rpgresearch at 11am Pacific today #ActualPlay https://t.co/u5F…,SValleyAuthor,"Washington, USA"
[],Wait all year for the Masters and......power outage WTF,sooners1740,"west,texas"
[],@Adani_Elec_Mum 151678372 what the power outage for in juhu Tara,attiwariabhish1,Juhu Tara
[],@KhuluPhasiwe @CityPowerJhb please advise regarding power outage in Hyde Park,sharonvdross,"Hyde Park, Johannesburg "
[],@CityPowerJhb Any update or info on Linden power outage?,Lisss_Life,South Africa
[],Back from power outage yay! https://t.co/aV1Vi3BAjA,GrimXDtwitch,
[],the power outage is preventing me from setting the form up and posting it. so instead look for it tonight when i ge… https://t.co/wCcjyBUpi3,sandeullie,"fresh start, same me"
['ActualPlay'],RT @AntediluvianG: Going to be running Power Outage for the first time with @rpgresearch at 11am Pacific today #ActualPlay https://t.co/u5F…,bebarce,NJ
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,__Farina__,"Berlin, Deutschland"
[],"RT @oncor: (2/2) For those affected by the severe storm, please use these three easy ways to report your outage. Also, please travel safe o…",Edison_Electric,"Washington, DC"
[],"RT @Bang_Twts: See what happens when blonde babe @ZoeysSweetTea is home alone during a power outage

https://t.co/n3Jyg2VRG3 https://t.co/V…",Logan04242865,
[],Power outage is fun,khristopherandy,"Austin, TX"
[],@CityPowerJhb  Power outage in Blairgowrie. Is this load shedding or equipment failure?,stuartka,"Johannesburg, South Africa"
[],"RT @whatsuptucson: Power outage update: Down to less than 4,000 out now from 12k on southwest side. TEP working on the fix",jayabahe,
[],This can be your phone or a weather radio. If you are using your phone to get updates be sure it is charged fully i… https://t.co/flHErHXpZB,CarriganChauvin,Louisiana
[],Bluebonnet crews responding to another storm-related outage in Burleson Co. affecting 550 members NW of Lake Somerv… https://t.co/0cwI2yuohk,BluebonnetCoop,Texas
[],"Power outage?sirens must be an accident 
I know I’m just like COLUMBO!",TobiLeahRusso,Eel Ground First Nation
[],@jagannath @SuryahSG I still have the inverter. Battery is gone. But I am having 15 to 20 mins power outage at leas… https://t.co/DjYMj1mEfd,gus_brf,Internet
[],@MogaleCityIDP Hi pls advise on power outage in Monument. Power off yesterday from 10pm until 9am this morning. Out… https://t.co/lVIsdJ3MV5,000000gaj,
[],RT @dog_feelings: the human likes to cover my eyes with my ears. and pretend there’s been a power outage. i go along with this. because it…,graber_kaitlyn,Neverland
